log_id,full_name,student_id,roll_number,class_section,biometric_id,date,time_in,time_out,attendance_status,fingerprint_template,finger_used,match_score,scan_quality,scan_attempts,scan_result,device_id,device_name,subject_code,subject_name,day,reader_location,biometric_status
BIO00063915,Onkar Prasad Mishra,UGF23AI114,C05,CSE-AIML-C,BIO0114,2025-03-05,11:01:00,11:48:00,Present,FP-UGF23AI114-F01,Right Index,89.72,Excellent,2,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063916,Divya Zende,UGF23AI115,A06,CSE-AIML-A,BIO0115,2025-03-05,11:03:00,11:59:00,Present,FP-UGF23AI115-F00,Right Thumb,75.75,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063917,Nikhil Prakash Hatwar,UGF23AI116,B06,CSE-AIML-B,BIO0116,2025-03-05,11:01:00,11:56:00,Present,FP-UGF23AI116-F02,Right Middle,75.2,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063918,Bhushan Raj Chatterjee,UGF23AI117,C06,CSE-AIML-C,BIO0117,2025-03-05,11:24:00,12:20:00,Late,FP-UGF23AI117-F04,Right Little,76.91,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063919,Gunjan Pandey,UGF23AI118,A07,CSE-AIML-A,BIO0118,2025-03-05,11:03:00,12:08:00,Present,FP-UGF23AI118-F00,Right Thumb,76.51,Poor,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063920,Fatima Lal Ahuja,UGF23AI119,B07,CSE-AIML-B,BIO0119,2025-03-05,11:00:00,11:58:00,Present,FP-UGF23AI119-F00,Right Thumb,77.92,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063921,Farhan Devi Pandey,UGF23AI120,C07,CSE-AIML-C,BIO0120,2025-03-05,11:01:00,12:06:00,Present,FP-UGF23AI120-F04,Right Little,78.17,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063922,Manish Chand Mehta,UGF23AI121,A08,CSE-AIML-A,BIO0121,2025-03-05,11:00:00,11:47:00,Present,FP-UGF23AI121-F02,Right Middle,85.31,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063923,Iqbal Raj Pillai,UGF23AI122,B08,CSE-AIML-B,BIO0122,2025-03-05,11:01:00,11:46:00,Present,FP-UGF23AI122-F00,Right Thumb,80.87,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063924,Kavya Devi Yadav,UGF23AI123,C08,CSE-AIML-C,BIO0123,2025-03-05,,,Absent,FP-UGF23AI123-F04,Right Little,0.0,,0,Device Inactive,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Inactive
BIO00063925,Priya Das Shah,UGF23AI124,A09,CSE-AIML-A,BIO0124,2025-03-05,11:03:00,11:50:00,Present,FP-UGF23AI124-F04,Right Little,96.94,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063926,Hina Das Thakur,UGF23AI125,B09,CSE-AIML-B,BIO0125,2025-03-05,11:03:00,11:57:00,Present,FP-UGF23AI125-F03,Right Ring,85.23,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063927,Rajesh Shankar Chavan,UGF23AI126,C09,CSE-AIML-C,BIO0126,2025-03-05,11:01:00,11:59:00,Present,FP-UGF23AI126-F02,Right Middle,97.56,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063928,Indira Sai Hegde,UGF23AI127,A10,CSE-AIML-A,BIO0127,2025-03-05,11:03:00,11:49:00,Present,FP-UGF23AI127-F04,Right Little,95.25,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063929,Amrita Shankar Londhe,UGF23AI128,B10,CSE-AIML-B,BIO0128,2025-03-05,11:00:00,11:51:00,Present,FP-UGF23AI128-F04,Right Little,91.71,Good,2,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063930,Chetna Lal Ghosh,UGF23AI129,C10,CSE-AIML-C,BIO0129,2025-03-05,11:03:00,11:52:00,Present,FP-UGF23AI129-F04,Right Little,90.99,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063931,Lalit Shankar Salve,UGF23AI130,A11,CSE-AIML-A,BIO0130,2025-03-05,11:00:00,11:51:00,Present,FP-UGF23AI130-F00,Right Thumb,82.63,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063932,Pooja Lal Patel,UGF23AI131,B11,CSE-AIML-B,BIO0131,2025-03-05,11:25:00,12:12:00,Late,FP-UGF23AI131-F00,Right Thumb,86.74,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063933,Abhishek Kumar Shah,UGF23AI132,C11,CSE-AIML-C,BIO0132,2025-03-05,11:02:00,11:47:00,Present,FP-UGF23AI132-F03,Right Ring,87.3,Good,3,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063934,Indira Ram Ingole,UGF23AI133,A12,CSE-AIML-A,BIO0133,2025-03-05,11:00:00,11:53:00,Present,FP-UGF23AI133-F03,Right Ring,82.7,Good,2,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063935,Wasim Nambiar,UGF23AI134,B12,CSE-AIML-B,BIO0134,2025-03-05,11:03:00,11:54:00,Present,FP-UGF23AI134-F01,Right Index,85.2,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063936,Dev Sai Dalvi,UGF23AI135,C12,CSE-AIML-C,BIO0135,2025-03-05,11:03:00,12:08:00,Present,FP-UGF23AI135-F00,Right Thumb,76.81,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063937,Jagdish Naik,UGF23AI136,A13,CSE-AIML-A,BIO0136,2025-03-05,11:00:00,11:54:00,Present,FP-UGF23AI136-F03,Right Ring,79.06,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063938,Sarita Prakash Bhatia,UGF23AI137,B13,CSE-AIML-B,BIO0137,2025-03-05,11:01:00,12:02:00,Present,FP-UGF23AI137-F00,Right Thumb,98.4,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063939,Shruti Prakash Das,UGF23AI138,C13,CSE-AIML-C,BIO0138,2025-03-05,,,Absent,FP-UGF23AI138-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063940,Zara Das Rao,UGF23AI139,A14,CSE-AIML-A,BIO0139,2025-03-05,11:01:00,11:56:00,Present,FP-UGF23AI139-F01,Right Index,97.27,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063941,Sandeep Rao Bhatia,UGF23AI140,B14,CSE-AIML-B,BIO0140,2025-03-05,11:00:00,12:02:00,Present,FP-UGF23AI140-F01,Right Index,78.17,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063942,Devika Shankar Joshi,UGF23AI141,C14,CSE-AIML-C,BIO0141,2025-03-05,11:01:00,12:02:00,Present,FP-UGF23AI141-F00,Right Thumb,90.63,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063943,Chetan Devi Raut,UGF23AI142,A15,CSE-AIML-A,BIO0142,2025-03-05,11:02:00,12:03:00,Present,FP-UGF23AI142-F03,Right Ring,83.42,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063944,Siddharth Vaghmare,UGF23AI143,B15,CSE-AIML-B,BIO0143,2025-03-05,11:02:00,11:58:00,Present,FP-UGF23AI143-F02,Right Middle,86.71,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063945,Tejas Ram Deshpande,UGF23AI144,C15,CSE-AIML-C,BIO0144,2025-03-05,11:02:00,11:50:00,Present,FP-UGF23AI144-F02,Right Middle,94.41,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063946,Hina Ambhore,UGF23AI145,A16,CSE-AIML-A,BIO0145,2025-03-05,11:03:00,11:50:00,Present,FP-UGF23AI145-F03,Right Ring,91.91,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063947,Yogesh Rao Gangurde,UGF23AI146,B16,CSE-AIML-B,BIO0146,2025-03-05,,,Absent,FP-UGF23AI146-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063948,Abhishek Nath Ghosh,UGF23AI147,C16,CSE-AIML-C,BIO0147,2025-03-05,11:02:00,11:50:00,Present,FP-UGF23AI147-F04,Right Little,91.12,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063949,Chandra Kulkarni,UGF23AI148,A17,CSE-AIML-A,BIO0148,2025-03-05,,,Absent,FP-UGF23AI148-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063950,Om Raj Reddy,UGF23AI149,B17,CSE-AIML-B,BIO0149,2025-03-05,,,Absent,FP-UGF23AI149-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063951,Sakshi Prasad Ambhore,UGF23AI150,C17,CSE-AIML-C,BIO0150,2025-03-05,11:00:00,11:57:00,Present,FP-UGF23AI150-F01,Right Index,85.97,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063952,Gajanan Prasad Jain,UGF23AI151,A18,CSE-AIML-A,BIO0151,2025-03-05,11:03:00,11:58:00,Present,FP-UGF23AI151-F01,Right Index,94.66,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063953,Ritika Bala Vaidya,UGF23AI152,B18,CSE-AIML-B,BIO0152,2025-03-05,11:01:00,11:52:00,Present,FP-UGF23AI152-F01,Right Index,87.05,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063954,Tariq Lal Joshi,UGF23AI153,C18,CSE-AIML-C,BIO0153,2025-03-05,,,Absent,FP-UGF23AI153-F04,Right Little,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063955,Tejas Nair,UGF23AI154,A19,CSE-AIML-A,BIO0154,2025-03-05,11:03:00,12:08:00,Present,FP-UGF23AI154-F04,Right Little,95.05,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063956,Tushar Chand Dange,UGF23AI155,B19,CSE-AIML-B,BIO0155,2025-03-05,11:02:00,11:56:00,Present,FP-UGF23AI155-F03,Right Ring,95.36,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063957,Pallavi Rao Dalvi,UGF23AI156,C19,CSE-AIML-C,BIO0156,2025-03-05,,,Absent,FP-UGF23AI156-F01,Right Index,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063958,Harsha Ram Reddy,UGF23AI157,A20,CSE-AIML-A,BIO0157,2025-03-05,,,Absent,FP-UGF23AI157-F04,Right Little,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063959,Jagdish Raj Jain,UGF23AI158,B20,CSE-AIML-B,BIO0158,2025-03-05,,,Absent,FP-UGF23AI158-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063960,Ravi Prasad Lokhande,UGF23AI159,C20,CSE-AIML-C,BIO0159,2025-03-05,11:00:00,12:02:00,Present,FP-UGF23AI159-F02,Right Middle,84.21,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063961,Pankaj Salve,UGF23AI160,A21,CSE-AIML-A,BIO0160,2025-03-05,11:12:00,11:58:00,Late,FP-UGF23AI160-F03,Right Ring,80.4,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063962,Madhuri Narwade,UGF23AI161,B21,CSE-AIML-B,BIO0161,2025-03-05,11:00:00,11:55:00,Present,FP-UGF23AI161-F03,Right Ring,76.76,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063963,Hemant Naik,UGF23AI162,C21,CSE-AIML-C,BIO0162,2025-03-05,11:01:00,12:06:00,Present,FP-UGF23AI162-F03,Right Ring,91.37,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063964,Aditi Lal Dalvi,UGF23AI163,A22,CSE-AIML-A,BIO0163,2025-03-05,11:03:00,11:59:00,Present,FP-UGF23AI163-F02,Right Middle,84.02,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063965,Vanshika Waghmare,UGF23AI164,B22,CSE-AIML-B,BIO0164,2025-03-05,,,Absent,FP-UGF23AI164-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063966,Abhishek Bala Patel,UGF23AI165,C22,CSE-AIML-C,BIO0165,2025-03-05,11:18:00,12:15:00,Late,FP-UGF23AI165-F02,Right Middle,93.49,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063967,Gaurav Naik,UGF23AI166,A23,CSE-AIML-A,BIO0166,2025-03-05,11:00:00,12:05:00,Present,FP-UGF23AI166-F04,Right Little,92.19,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063968,Tushar Agarwal,UGF23AI167,B23,CSE-AIML-B,BIO0167,2025-03-05,,,Absent,FP-UGF23AI167-F02,Right Middle,0.0,,0,Device Inactive,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Inactive
BIO00063969,Dhruv Kadam,UGF23AI168,C23,CSE-AIML-C,BIO0168,2025-03-05,11:02:00,11:51:00,Present,FP-UGF23AI168-F00,Right Thumb,85.69,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063970,Ritika Kadam,UGF23AI169,A24,CSE-AIML-A,BIO0169,2025-03-05,11:01:00,11:56:00,Present,FP-UGF23AI169-F02,Right Middle,87.23,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063971,Harsha Bala Das,UGF23AI170,B24,CSE-AIML-B,BIO0170,2025-03-05,11:00:00,11:52:00,Present,FP-UGF23AI170-F01,Right Index,95.01,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063972,Suresh Ram Mehta,UGF23AI171,C24,CSE-AIML-C,BIO0171,2025-03-05,11:01:00,11:57:00,Present,FP-UGF23AI171-F03,Right Ring,99.25,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063973,Tushar Chand Gite,UGF23AI172,A25,CSE-AIML-A,BIO0172,2025-03-05,11:01:00,12:05:00,Present,FP-UGF23AI172-F00,Right Thumb,96.88,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063974,Tanvi Sai Mehta,UGF23AI173,B25,CSE-AIML-B,BIO0173,2025-03-05,11:01:00,12:02:00,Present,FP-UGF23AI173-F03,Right Ring,77.17,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063975,Hemant Lal Fulzele,UGF23AI174,C25,CSE-AIML-C,BIO0174,2025-03-05,11:02:00,11:48:00,Present,FP-UGF23AI174-F03,Right Ring,92.51,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063976,Vidya Rao Waghmare,UGF23AI175,A26,CSE-AIML-A,BIO0175,2025-03-05,,,Absent,FP-UGF23AI175-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063977,Vishal Das Kulkarni,UGF23AI176,B26,CSE-AIML-B,BIO0176,2025-03-05,,,Absent,FP-UGF23AI176-F01,Right Index,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063978,Meera Lal Waghmare,UGF23AI177,C26,CSE-AIML-C,BIO0177,2025-03-05,11:02:00,11:50:00,Present,FP-UGF23AI177-F00,Right Thumb,84.27,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063979,Isha Mehta,UGF23AI178,A27,CSE-AIML-A,BIO0178,2025-03-05,,,Absent,FP-UGF23AI178-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063980,Onkar Kumar Mishra,UGF23AI179,B27,CSE-AIML-B,BIO0179,2025-03-05,11:01:00,11:52:00,Present,FP-UGF23AI179-F00,Right Thumb,96.31,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063981,Lalita Zende,UGF23AI180,C27,CSE-AIML-C,BIO0180,2025-03-05,11:03:00,12:01:00,Present,FP-UGF23AI180-F04,Right Little,97.33,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063982,Rahul Sai Jadhav,UGF23AI181,A28,CSE-AIML-A,BIO0181,2025-03-05,,,Absent,FP-UGF23AI181-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063983,Pallavi Devi Pillai,UGF23AI182,B28,CSE-AIML-B,BIO0182,2025-03-05,11:03:00,12:06:00,Present,FP-UGF23AI182-F02,Right Middle,85.09,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063984,Ekta Raj Vaidya,UGF23AI183,C28,CSE-AIML-C,BIO0183,2025-03-05,11:00:00,11:48:00,Present,FP-UGF23AI183-F04,Right Little,91.14,Good,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063985,Sneha Lal,UGF23AI184,A29,CSE-AIML-A,BIO0184,2025-03-05,11:01:00,11:56:00,Present,FP-UGF23AI184-F04,Right Little,84.28,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063986,Zara Kumar Deshpande,UGF23AI185,B29,CSE-AIML-B,BIO0185,2025-03-05,11:13:00,11:59:00,Late,FP-UGF23AI185-F00,Right Thumb,90.03,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063987,Neha Rao Banerjee,UGF23AI186,C29,CSE-AIML-C,BIO0186,2025-03-05,,,Absent,FP-UGF23AI186-F04,Right Little,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063988,Jayesh Junghare,UGF23AI187,A30,CSE-AIML-A,BIO0187,2025-03-05,11:02:00,12:07:00,Present,FP-UGF23AI187-F04,Right Little,94.04,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063989,Bhavna Das Bhosale,UGF23AI188,B30,CSE-AIML-B,BIO0188,2025-03-05,11:02:00,11:51:00,Present,FP-UGF23AI188-F02,Right Middle,96.47,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063990,Dhruv Mukherjee,UGF23AI189,C30,CSE-AIML-C,BIO0189,2025-03-05,11:03:00,12:08:00,Present,FP-UGF23AI189-F00,Right Thumb,96.86,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063991,Chandra Sai Wagh,UGF23AI190,A31,CSE-AIML-A,BIO0190,2025-03-05,,,Absent,FP-UGF23AI190-F01,Right Index,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063992,Yogesh Devi Bhosale,UGF23AI191,B31,CSE-AIML-B,BIO0191,2025-03-05,11:01:00,11:59:00,Present,FP-UGF23AI191-F02,Right Middle,84.41,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063993,Seema Lal Nambiar,UGF23AI192,C31,CSE-AIML-C,BIO0192,2025-03-05,11:01:00,12:00:00,Present,FP-UGF23AI192-F01,Right Index,99.31,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063994,Farhan Das,UGF23AI193,A32,CSE-AIML-A,BIO0193,2025-03-05,,,Absent,FP-UGF23AI193-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063995,Omkar Kumar,UGF23AI194,B32,CSE-AIML-B,BIO0194,2025-03-05,11:03:00,11:48:00,Present,FP-UGF23AI194-F00,Right Thumb,86.18,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063996,Ramesh Ghosh,UGF23AI195,C32,CSE-AIML-C,BIO0195,2025-03-05,11:02:00,11:54:00,Present,FP-UGF23AI195-F01,Right Index,83.08,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063997,Lalit Unde,UGF23AI196,A33,CSE-AIML-A,BIO0196,2025-03-05,11:23:00,12:23:00,Late,FP-UGF23AI196-F02,Right Middle,94.99,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00063998,Ishaan Apte,UGF23AI197,B33,CSE-AIML-B,BIO0197,2025-03-05,,,Absent,FP-UGF23AI197-F01,Right Index,0.0,,0,Device Inactive,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Inactive
BIO00063999,Chandra Devi Banerjee,UGF23AI198,C33,CSE-AIML-C,BIO0198,2025-03-05,,,Absent,FP-UGF23AI198-F01,Right Index,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00064000,Yash Ghosh,UGF23AI199,A34,CSE-AIML-A,BIO0199,2025-03-05,11:00:00,11:56:00,Present,FP-UGF23AI199-F02,Right Middle,99.51,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00064001,Om Bhatia,UGF23AI200,B34,CSE-AIML-B,BIO0200,2025-03-05,11:24:00,12:11:00,Late,FP-UGF23AI200-F02,Right Middle,91.85,Poor,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00064002,Chetan Ingole,UGF23AI201,C34,CSE-AIML-C,BIO0201,2025-03-05,,,Absent,FP-UGF23AI201-F04,Right Little,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00064003,Dayanand Rao Zende,UGF23AI202,A35,CSE-AIML-A,BIO0202,2025-03-05,11:03:00,12:05:00,Present,FP-UGF23AI202-F02,Right Middle,80.42,Good,2,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00064004,Ravi Hegde,UGF23AI203,B35,CSE-AIML-B,BIO0203,2025-03-05,11:00:00,11:49:00,Present,FP-UGF23AI203-F04,Right Little,97.55,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00064005,Priti Ram Dubey,UGF23AI204,C35,CSE-AIML-C,BIO0204,2025-03-05,11:00:00,11:59:00,Present,FP-UGF23AI204-F01,Right Index,91.83,Average,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00064006,Firoz Unde,UGF23AI205,A36,CSE-AIML-A,BIO0205,2025-03-05,,,Absent,FP-UGF23AI205-F01,Right Index,0.0,,0,No Scan,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
BIO00064007,Iqbal Ingle,UGF23AI206,B36,CSE-AIML-B,BIO0206,2025-03-05,11:03:00,11:54:00,Present,FP-UGF23AI206-F04,Right Little,84.79,Excellent,1,Match Success,RDR-BIO-002,ZKTeco SF100,AIPC352T,Computer Vision,Wednesday,Lab-A2,Active
