full_name,first_name,middle_name,last_name,gender,date_of_birth,student_id,roll_number,enrollment_number,department,course,year_semester,class_section,mobile_number,email_id,guardian_name,parent_contact,biometric_id,registered_finger,fingerprint_template,minutiae_count,enrollment_device,enrollment_date,biometric_status,backup_finger
Nikhil Hivrale,Nikhil,,Hivrale,Female,2003-03-02,UGF23AI327,C76,EN2423AI327,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9539460908,nikhil.hivrale99@jit.edu,Dr. Rajesh Hivrale,9402283096,BIO0327,Right Index,FP-UGF23AI327-F01,37,Mantra MFS100,2024-06-23,Active,Right Thumb
Chetna Yadav,Chetna,,Yadav,Male,2003-01-12,UGF23AI328,A77,EN2423AI328,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9984652998,chetna.yadav94@jit.edu,Prof. Pooja Yadav,9204138894,BIO0328,Right Thumb,FP-UGF23AI328-F00,19,Startek FM220U,2024-06-26,Active,Left Thumb
Pallavi Prasad Banerjee,Pallavi,Prasad,Banerjee,Female,2003-07-16,UGF23AI329,B77,EN2423AI329,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9516104074,pallavi.banerjee33@jit.edu,Dr. Gunjan Banerjee,9509573649,BIO0329,Right Thumb,FP-UGF23AI329-F00,41,Mantra MFS100,2024-06-11,Active,Right Index
Omkar Chand Lal,Omkar,Chand,Lal,Male,2003-05-19,UGF23AI330,C77,EN2423AI330,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9817411121,omkar.lal54@jit.edu,Prof. Ila Lal,9733213949,BIO0330,Right Thumb,FP-UGF23AI330-F00,32,ZKTeco SF100,2024-06-25,Active,Left Middle
Isha Mane,Isha,,Mane,Male,2003-10-08,UGF23AI331,A78,EN2423AI331,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9866979905,isha.mane14@jit.edu,Mrs. Kunal Mane,9913025234,BIO0331,Right Thumb,FP-UGF23AI331-F00,46,Mantra MFS100,2024-06-11,Active,Right Ring
Ramesh Shankar Kulkarni,Ramesh,Shankar,Kulkarni,Female,2003-01-14,UGF23AI332,B78,EN2423AI332,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9995616775,ramesh.kulkarni86@jit.edu,Dr. Vanshika Kulkarni,9880720904,BIO0332,Right Index,FP-UGF23AI332-F01,69,Startek FM220U,2024-06-24,Active,Left Middle
Chetna Ram Upadhyay,Chetna,Ram,Upadhyay,Female,2003-09-15,UGF23AI333,C78,EN2423AI333,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9939328588,chetna.upadhyay63@jit.edu,Mr. Isha Upadhyay,9260677223,BIO0333,Right Little,FP-UGF23AI333-F04,27,Secugen Hamster Pro,2024-06-26,Active,Right Index
Esha Prasad Vaidya,Esha,Prasad,Vaidya,Male,2003-09-12,UGF23AI334,A79,EN2423AI334,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9714205272,esha.vaidya87@jit.edu,Prof. Arjun Vaidya,9284898049,BIO0334,Right Ring,FP-UGF23AI334-F03,35,Mantra MFS100,2024-06-13,Active,Left Middle
Gunjan Ram Nambiar,Gunjan,Ram,Nambiar,Male,2003-01-24,UGF23AI335,B79,EN2423AI335,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9462780939,gunjan.nambiar48@jit.edu,Dr. Sneha Nambiar,9627872109,BIO0335,Right Middle,FP-UGF23AI335-F02,72,Mantra MFS100,2024-06-11,Active,Right Index
Ritika Lal Ahuja,Ritika,Lal,Ahuja,Male,2003-12-15,UGF23AI336,C79,EN2423AI336,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9749591392,ritika.ahuja92@jit.edu,Mr. Pankaj Ahuja,9574289591,BIO0336,Right Middle,FP-UGF23AI336-F02,31,Mantra MFS100,2024-06-02,Active,Left Middle
Jagdish More,Jagdish,,More,Male,2003-01-17,UGF23AI337,A80,EN2423AI337,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9861894343,jagdish.more74@jit.edu,Prof. Manish More,9938073130,BIO0337,Right Thumb,FP-UGF23AI337-F00,72,ZKTeco SF100,2024-06-01,Active,Right Index
Farhan Shankar Mishra,Farhan,Shankar,Mishra,Female,2003-04-02,UGF23AI338,B80,EN2423AI338,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9394181098,farhan.mishra57@jit.edu,Prof. Urmila Mishra,9526213526,BIO0338,Right Middle,FP-UGF23AI338-F02,58,ZKTeco K40,2024-06-12,Active,Right Thumb
Sumit Jadhav,Sumit,,Jadhav,Male,2003-03-28,UGF23AI339,C80,EN2423AI339,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9469634556,sumit.jadhav30@jit.edu,Dr. Hemant Jadhav,9992140083,BIO0339,Right Little,FP-UGF23AI339-F04,62,Secugen Hamster Pro,2024-06-11,Active,Right Thumb
Neha Kaur,Neha,,Kaur,Male,2003-04-21,UGF23AI340,A81,EN2423AI340,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9651131533,neha.kaur12@jit.edu,Mr. Pallavi Kaur,9242071170,BIO0340,Right Middle,FP-UGF23AI340-F02,59,ZKTeco SF100,2024-06-19,Active,Right Thumb
Jatin Bala Upadhyay,Jatin,Bala,Upadhyay,Female,2003-07-13,UGF23AI341,B81,EN2423AI341,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9601113183,jatin.upadhyay48@jit.edu,Prof. Geeta Upadhyay,9209856785,BIO0341,Right Middle,FP-UGF23AI341-F02,18,Startek FM220U,2024-06-15,Active,Left Index
Indira Vaidya,Indira,,Vaidya,Male,2003-05-22,UGF23AI342,C81,EN2423AI342,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9396871629,indira.vaidya91@jit.edu,Dr. Babita Vaidya,9397302928,BIO0342,Right Thumb,FP-UGF23AI342-F00,34,Startek FM220U,2024-06-23,Active,Left Thumb
Wasim Das Mishra,Wasim,Das,Mishra,Male,2003-10-13,UGF23AI343,A82,EN2423AI343,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9803731001,wasim.mishra73@jit.edu,Dr. Shruti Mishra,9549431487,BIO0343,Right Index,FP-UGF23AI343-F01,43,Mantra MFS100,2024-06-05,Active,Right Thumb
Faisal Shankar Gaikwad,Faisal,Shankar,Gaikwad,Male,2003-12-23,UGF23AI344,B82,EN2423AI344,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9644725181,faisal.gaikwad48@jit.edu,Mrs. Vimal Gaikwad,9806108387,BIO0344,Right Ring,FP-UGF23AI344-F03,53,Secugen Hamster Pro,2024-06-19,Active,Right Index
Gajanan Chand Ambhore,Gajanan,Chand,Ambhore,Male,2003-03-22,UGF23AI345,C82,EN2423AI345,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9339796534,gajanan.ambhore49@jit.edu,Prof. Mukesh Ambhore,9455749066,BIO0345,Right Index,FP-UGF23AI345-F01,41,ZKTeco K40,2024-06-16,Active,Left Thumb
Kunal Gupta,Kunal,,Gupta,Male,2003-11-19,UGF23AI346,A83,EN2423AI346,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9308889819,kunal.gupta74@jit.edu,Mr. Dayanand Gupta,9830893658,BIO0346,Right Thumb,FP-UGF23AI346-F00,42,Secugen Hamster Pro,2024-06-08,Active,Left Middle
Amol Lal Tiwari,Amol,Lal,Tiwari,Female,2003-04-11,UGF23AI347,B83,EN2423AI347,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9439714150,amol.tiwari33@jit.edu,Mr. Sumit Tiwari,9457158145,BIO0347,Right Ring,FP-UGF23AI347-F03,58,Secugen Hamster Pro,2024-06-13,Inactive,Left Index
Aarav Upadhyay,Aarav,,Upadhyay,Female,2003-04-25,UGF23AI348,C83,EN2423AI348,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9625679392,aarav.upadhyay21@jit.edu,Mrs. Kalpesh Upadhyay,9565694083,BIO0348,Right Little,FP-UGF23AI348-F04,58,ZKTeco SF100,2024-06-02,Active,Left Middle
Eshaan Kumar Kumar,Eshaan,Kumar,Kumar,Male,2003-09-07,UGF23AI349,A84,EN2423AI349,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9912659064,eshaan.kumar77@jit.edu,Mrs. Akash Kumar,9826652789,BIO0349,Right Thumb,FP-UGF23AI349-F00,18,Mantra MFS100,2024-06-03,Active,Right Little
Farhan Rao Banerjee,Farhan,Rao,Banerjee,Male,2003-03-04,UGF23AI350,B84,EN2423AI350,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9279336562,farhan.banerjee18@jit.edu,Mr. Tanvi Banerjee,9412273967,BIO0350,Right Little,FP-UGF23AI350-F04,47,Secugen Hamster Pro,2024-06-14,Active,Left Little
Gunjan Lal Gaikwad,Gunjan,Lal,Gaikwad,Male,2003-08-12,UGF23AI351,C84,EN2423AI351,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9120535029,gunjan.gaikwad39@jit.edu,Mrs. Firoz Gaikwad,9240881133,BIO0351,Right Index,FP-UGF23AI351-F01,31,ZKTeco SF100,2024-06-02,Active,Left Little
Anjali Raj Naik,Anjali,Raj,Naik,Male,2003-11-09,UGF23AI352,A85,EN2423AI352,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9737721108,anjali.naik16@jit.edu,Mr. Priti Naik,9997777024,BIO0352,Right Little,FP-UGF23AI352-F04,19,Secugen Hamster Pro,2024-06-02,Active,Right Index
Dhruv Prasad Zende,Dhruv,Prasad,Zende,Male,2003-05-16,UGF23AI353,B85,EN2423AI353,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9423321334,dhruv.zende63@jit.edu,Mr. Rajesh Zende,9658677789,BIO0353,Right Index,FP-UGF23AI353-F01,35,ZKTeco SF100,2024-06-04,Active,Right Ring
Iqbal Prasad Salve,Iqbal,Prasad,Salve,Male,2003-12-20,UGF23AI354,C85,EN2423AI354,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9634443249,iqbal.salve35@jit.edu,Mrs. Leela Salve,9382387564,BIO0354,Right Thumb,FP-UGF23AI354-F00,71,Mantra MFS100,2024-06-23,Active,Right Little
Hina Bala Agarwal,Hina,Bala,Agarwal,Male,2003-01-18,UGF23AI355,A86,EN2423AI355,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9351798116,hina.agarwal10@jit.edu,Mr. Sarita Agarwal,9195566069,BIO0355,Right Ring,FP-UGF23AI355-F03,25,ZKTeco SF100,2024-06-11,Active,Left Ring
Harsha Joshi,Harsha,,Joshi,Male,2003-12-24,UGF23AI356,B86,EN2423AI356,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9417851397,harsha.joshi43@jit.edu,Prof. Chirag Joshi,9207169001,BIO0356,Right Index,FP-UGF23AI356-F01,70,Mantra MFS100,2024-06-23,Active,Right Thumb
Anjali Ram Gangurde,Anjali,Ram,Gangurde,Female,2003-12-04,UGF23AI357,C86,EN2423AI357,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9812272035,anjali.gangurde92@jit.edu,Mrs. Vishal Gangurde,9483892122,BIO0357,Right Thumb,FP-UGF23AI357-F00,46,ZKTeco K40,2024-06-23,Active,Left Thumb
Harsha Rao Gaikwad,Harsha,Rao,Gaikwad,Male,2003-03-04,UGF23AI358,A87,EN2423AI358,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9997335002,harsha.gaikwad59@jit.edu,Prof. Pushpa Gaikwad,9552839683,BIO0358,Right Ring,FP-UGF23AI358-F03,59,Startek FM220U,2024-06-14,Active,Right Middle
Bharat Raj Agarwal,Bharat,Raj,Agarwal,Male,2003-02-14,UGF23AI359,B87,EN2423AI359,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9294627041,bharat.agarwal88@jit.edu,Prof. Leela Agarwal,9485042651,BIO0359,Right Little,FP-UGF23AI359-F04,57,Startek FM220U,2024-06-08,Active,Right Middle
Sumit Prasad Dalvi,Sumit,Prasad,Dalvi,Male,2003-08-02,UGF23AI360,C87,EN2423AI360,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9856524312,sumit.dalvi96@jit.edu,Mrs. Sarita Dalvi,9463247548,BIO0360,Right Middle,FP-UGF23AI360-F02,51,Mantra MFS100,2024-06-24,Active,Right Index
Firoz Das Narwade,Firoz,Das,Narwade,Female,2003-06-22,UGF23AI361,A88,EN2423AI361,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9758111412,firoz.narwade16@jit.edu,Mr. Onkar Narwade,9268499484,BIO0361,Right Index,FP-UGF23AI361-F01,50,Startek FM220U,2024-06-05,Active,Left Ring
Divya Das,Divya,,Das,Female,2003-04-11,UGF23AI362,B88,EN2423AI362,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9691090113,divya.das92@jit.edu,Prof. Girish Das,9977357994,BIO0362,Right Little,FP-UGF23AI362-F04,33,ZKTeco K40,2024-06-18,Active,Left Ring
Madhuri Devi Pawar,Madhuri,Devi,Pawar,Male,2003-08-11,UGF23AI363,C88,EN2423AI363,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9533190034,madhuri.pawar62@jit.edu,Mr. Disha Pawar,9689590340,BIO0363,Right Thumb,FP-UGF23AI363-F00,18,Startek FM220U,2024-06-23,Active,Left Thumb
Disha Shankar Kale,Disha,Shankar,Kale,Male,2003-06-12,UGF23AI364,A89,EN2423AI364,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9701457391,disha.kale89@jit.edu,Prof. Devika Kale,9805627914,BIO0364,Right Ring,FP-UGF23AI364-F03,41,ZKTeco SF100,2024-06-25,Active,Right Index
Rajesh Das Hatwar,Rajesh,Das,Hatwar,Female,2003-06-12,UGF23AI365,B89,EN2423AI365,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9501461715,rajesh.hatwar99@jit.edu,Mr. Bhavna Hatwar,9276260482,BIO0365,Right Little,FP-UGF23AI365-F04,49,Mantra MFS100,2024-06-06,Active,Left Middle
Kalpesh Shankar Ghosh,Kalpesh,Shankar,Ghosh,Female,2003-02-28,UGF23AI366,C89,EN2423AI366,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9869645166,kalpesh.ghosh53@jit.edu,Mr. Ila Ghosh,9545034151,BIO0366,Right Ring,FP-UGF23AI366-F03,20,ZKTeco SF100,2024-06-14,Active,Right Index
Madhuri Hande,Madhuri,,Hande,Male,2003-09-05,UGF23AI367,A90,EN2423AI367,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9694022242,madhuri.hande65@jit.edu,Prof. Mithun Hande,9645818292,BIO0367,Right Little,FP-UGF23AI367-F04,67,ZKTeco K40,2024-06-11,Active,Right Middle
Nisha Lal Shah,Nisha,Lal,Shah,Female,2003-07-22,UGF23AI368,B90,EN2423AI368,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9513028367,nisha.shah63@jit.edu,Mrs. Sneha Shah,9527209652,BIO0368,Right Middle,FP-UGF23AI368-F02,39,Secugen Hamster Pro,2024-06-07,Inactive,Left Ring
Manish Sai Junghare,Manish,Sai,Junghare,Male,2003-12-24,UGF23AI369,C90,EN2423AI369,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9864369269,manish.junghare80@jit.edu,Mrs. Pooja Junghare,9325177291,BIO0369,Right Little,FP-UGF23AI369-F04,57,Mantra MFS100,2024-06-10,Active,Left Index
Lakshmi Nath Raut,Lakshmi,Nath,Raut,Male,2003-09-23,UGF23AI370,A91,EN2423AI370,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9703743777,lakshmi.raut71@jit.edu,Prof. Tushar Raut,9903017927,BIO0370,Right Thumb,FP-UGF23AI370-F00,71,Mantra MFS100,2024-06-06,Active,Left Middle
Wasim Prasad Patel,Wasim,Prasad,Patel,Male,2003-07-05,UGF23AI371,B91,EN2423AI371,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9905505027,wasim.patel30@jit.edu,Dr. Vidya Patel,9369037833,BIO0371,Right Index,FP-UGF23AI371-F01,27,ZKTeco K40,2024-06-25,Active,Left Thumb
Bhushan Raj Kadam,Bhushan,Raj,Kadam,Female,2003-08-04,UGF23AI372,C91,EN2423AI372,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9517563874,bhushan.kadam40@jit.edu,Dr. Abhishek Kadam,9813494536,BIO0372,Right Index,FP-UGF23AI372-F01,21,Secugen Hamster Pro,2024-06-07,Active,Left Middle
Mukesh Ram Zende,Mukesh,Ram,Zende,Female,2003-01-01,UGF23AI373,A92,EN2423AI373,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9938511718,mukesh.zende66@jit.edu,Mrs. Jyoti Zende,9780525215,BIO0373,Right Index,FP-UGF23AI373-F01,63,Mantra MFS100,2024-06-03,Active,Left Index
Bhushan Iyer,Bhushan,,Iyer,Male,2003-12-07,UGF23AI374,B92,EN2423AI374,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9300764570,bhushan.iyer32@jit.edu,Mr. Dhruv Iyer,9143630672,BIO0374,Right Index,FP-UGF23AI374-F01,45,Startek FM220U,2024-06-17,Active,Left Thumb
Geeta Chand Hatwar,Geeta,Chand,Hatwar,Female,2003-06-15,UGF23AI375,C92,EN2423AI375,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9446421355,geeta.hatwar86@jit.edu,Mr. Leela Hatwar,9771482340,BIO0375,Right Thumb,FP-UGF23AI375-F00,57,ZKTeco SF100,2024-06-04,Active,Left Thumb
Faisal Kadam,Faisal,,Kadam,Female,2003-02-26,UGF23AI376,A93,EN2423AI376,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9297427943,faisal.kadam76@jit.edu,Mr. Mukesh Kadam,9642390322,BIO0376,Right Little,FP-UGF23AI376-F04,28,Mantra MFS100,2024-06-04,Active,Left Little
Zara Das Kaur,Zara,Das,Kaur,Female,2003-11-11,UGF23AI377,B93,EN2423AI377,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9908157894,zara.kaur89@jit.edu,Prof. Disha Kaur,9984428681,BIO0377,Right Middle,FP-UGF23AI377-F02,66,Mantra MFS100,2024-06-16,Inactive,Right Thumb
Zara Nambiar,Zara,,Nambiar,Male,2003-11-20,UGF23AI378,C93,EN2423AI378,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9509495719,zara.nambiar24@jit.edu,Prof. Sandeep Nambiar,9680075399,BIO0378,Right Thumb,FP-UGF23AI378-F00,64,ZKTeco SF100,2024-06-07,Active,Left Little
Chetan Salve,Chetan,,Salve,Male,2003-08-16,UGF23AI379,A94,EN2423AI379,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9651790232,chetan.salve20@jit.edu,Mr. Nikhil Salve,9930344435,BIO0379,Right Index,FP-UGF23AI379-F01,52,Mantra MFS100,2024-06-25,Active,Right Middle
Mahesh Shankar Gangurde,Mahesh,Shankar,Gangurde,Female,2003-02-07,UGF23AI380,B94,EN2423AI380,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9125504528,mahesh.gangurde68@jit.edu,Dr. Arjun Gangurde,9193974854,BIO0380,Right Thumb,FP-UGF23AI380-F00,22,Startek FM220U,2024-06-09,Active,Left Thumb
Faisal Das Saxena,Faisal,Das,Saxena,Male,2003-07-13,UGF23AI381,C94,EN2423AI381,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9118136542,faisal.saxena59@jit.edu,Mr. Amrita Saxena,9106333920,BIO0381,Right Ring,FP-UGF23AI381-F03,59,Startek FM220U,2024-06-12,Active,Right Index
Geeta Raj Joshi,Geeta,Raj,Joshi,Female,2003-06-17,UGF23AI382,A95,EN2423AI382,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9192884274,geeta.joshi46@jit.edu,Prof. Dhruv Joshi,9524249629,BIO0382,Right Middle,FP-UGF23AI382-F02,70,Mantra MFS100,2024-06-23,Active,Left Ring
Ravi Lal Bhosale,Ravi,Lal,Bhosale,Male,2003-09-10,UGF23AI383,B95,EN2423AI383,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9111972445,ravi.bhosale80@jit.edu,Mrs. Kunal Bhosale,9144853569,BIO0383,Right Middle,FP-UGF23AI383-F02,18,ZKTeco SF100,2024-06-06,Active,Left Middle
Gaurav Bala Jain,Gaurav,Bala,Jain,Male,2003-12-24,UGF23AI384,C95,EN2423AI384,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9793563667,gaurav.jain75@jit.edu,Mrs. Neha Jain,9297560682,BIO0384,Right Index,FP-UGF23AI384-F01,32,Mantra MFS100,2024-06-03,Active,Left Thumb
Om Gupta,Om,,Gupta,Male,2003-09-15,UGF23AI385,A96,EN2423AI385,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9821216549,om.gupta18@jit.edu,Dr. Ishaan Gupta,9311975522,BIO0385,Right Thumb,FP-UGF23AI385-F00,64,Secugen Hamster Pro,2024-06-06,Active,Left Index
Sarita Das Desai,Sarita,Das,Desai,Male,2003-05-20,UGF23AI386,B96,EN2423AI386,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9583877436,sarita.desai52@jit.edu,Dr. Abhishek Desai,9727247693,BIO0386,Right Middle,FP-UGF23AI386-F02,27,ZKTeco SF100,2024-06-24,Active,Left Index
Jayesh Nath Hatwar,Jayesh,Nath,Hatwar,Male,2003-06-08,UGF23AI387,C96,EN2423AI387,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9485995156,jayesh.hatwar27@jit.edu,Dr. Farhan Hatwar,9615346649,BIO0387,Right Ring,FP-UGF23AI387-F03,47,ZKTeco SF100,2024-06-01,Active,Left Thumb
Jiya Nath Junghare,Jiya,Nath,Junghare,Female,2003-02-27,UGF23AI388,A97,EN2423AI388,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9382646055,jiya.junghare90@jit.edu,Mr. Firoz Junghare,9180960086,BIO0388,Right Little,FP-UGF23AI388-F04,19,ZKTeco SF100,2024-06-18,Active,Right Thumb
Geeta Prakash Hande,Geeta,Prakash,Hande,Female,2003-04-02,UGF23AI389,B97,EN2423AI389,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9606917752,geeta.hande93@jit.edu,Mrs. Anjali Hande,9521441892,BIO0389,Right Little,FP-UGF23AI389-F04,32,Mantra MFS100,2024-06-09,Active,Left Thumb
Urmila Pillai,Urmila,,Pillai,Female,2003-07-12,UGF23AI390,C97,EN2423AI390,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9834612989,urmila.pillai31@jit.edu,Mrs. Madhuri Pillai,9270963770,BIO0390,Right Index,FP-UGF23AI390-F01,29,ZKTeco K40,2024-06-10,Active,Right Ring
Rekha Rao Singh,Rekha,Rao,Singh,Male,2003-04-25,UGF23AI391,A98,EN2423AI391,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9496678008,rekha.singh39@jit.edu,Mr. Sarita Singh,9322021972,BIO0391,Right Thumb,FP-UGF23AI391-F00,51,ZKTeco SF100,2024-06-11,Active,Left Index
Kedar Singh,Kedar,,Singh,Male,2003-01-21,UGF23AI392,B98,EN2423AI392,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9996437267,kedar.singh43@jit.edu,Mrs. Dhruv Singh,9801878526,BIO0392,Right Little,FP-UGF23AI392-F04,42,ZKTeco K40,2024-06-16,Active,Right Index
Dhruv Das Takle,Dhruv,Das,Takle,Female,2003-07-12,UGF23AI393,C98,EN2423AI393,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9107084208,dhruv.takle74@jit.edu,Mrs. Lalit Takle,9277817899,BIO0393,Right Ring,FP-UGF23AI393-F03,32,Startek FM220U,2024-06-15,Active,Left Thumb
Om Nath Londhe,Om,Nath,Londhe,Male,2003-10-23,UGF23AI394,A99,EN2423AI394,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9873368624,om.londhe24@jit.edu,Prof. Tushar Londhe,9614123310,BIO0394,Right Ring,FP-UGF23AI394-F03,48,ZKTeco SF100,2024-06-23,Active,Right Middle
Hina Kumar Pandey,Hina,Kumar,Pandey,Female,2003-01-05,UGF23AI395,B99,EN2423AI395,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9775963880,hina.pandey75@jit.edu,Mr. Hitesh Pandey,9714469480,BIO0395,Right Index,FP-UGF23AI395-F01,27,Secugen Hamster Pro,2024-06-08,Active,Left Thumb
Wasim Prakash Ingle,Wasim,Prakash,Ingle,Female,2003-10-21,UGF23AI396,C99,EN2423AI396,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9582328432,wasim.ingle87@jit.edu,Prof. Dayanand Ingle,9617187507,BIO0396,Right Thumb,FP-UGF23AI396-F00,28,Mantra MFS100,2024-06-26,Active,Left Middle
Nandini Deshpande,Nandini,,Deshpande,Male,2003-10-22,UGF23AI397,A100,EN2423AI397,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9586909856,nandini.deshpande86@jit.edu,Mr. Ritika Deshpande,9506101350,BIO0397,Right Index,FP-UGF23AI397-F01,42,Mantra MFS100,2024-06-10,Active,Right Thumb
Babita Fulzele,Babita,,Fulzele,Female,2003-03-20,UGF23AI398,B100,EN2423AI398,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9744045166,babita.fulzele14@jit.edu,Mr. Harsha Fulzele,9617802256,BIO0398,Right Ring,FP-UGF23AI398-F03,60,ZKTeco SF100,2024-06-23,Active,Left Little
Hitesh Sai Takle,Hitesh,Sai,Takle,Female,2003-07-12,UGF23AI399,C100,EN2423AI399,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9961463274,hitesh.takle71@jit.edu,Prof. Zara Takle,9732485566,BIO0399,Right Ring,FP-UGF23AI399-F03,69,Secugen Hamster Pro,2024-06-25,Active,Right Index
