template_id,biometric_id,student_id,full_name,finger_name,hand,minutiae_count,template_size_bytes,image_quality_score,enrollment_device,enrollment_date,template_format,status
FP-UGF23AI351-F01,BIO0351,UGF23AI351,Gunjan Lal Gaikwad,Right Index,Right,54,493,93,ZKTeco SF100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI351-F09,BIO0351,UGF23AI351,Gunjan Lal Gaikwad,Left Little,Left,23,461,98,ZKTeco SF100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI352-F04,BIO0352,UGF23AI352,Anjali Raj Naik,Right Little,Right,68,490,78,Secugen Hamster Pro,2024-06-02,ISO 19794-2,Active
FP-UGF23AI352-F01,BIO0352,UGF23AI352,Anjali Raj Naik,Right Index,Right,45,477,80,Secugen Hamster Pro,2024-06-02,ISO 19794-2,Active
FP-UGF23AI353-F01,BIO0353,UGF23AI353,Dhruv Prasad Zende,Right Index,Right,34,467,96,ZKTeco SF100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI353-F03,BIO0353,UGF23AI353,Dhruv Prasad Zende,Right Ring,Right,57,445,68,ZKTeco SF100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI354-F00,BIO0354,UGF23AI354,Iqbal Prasad Salve,Right Thumb,Right,57,472,91,Mantra MFS100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI354-F04,BIO0354,UGF23AI354,Iqbal Prasad Salve,Right Little,Right,51,493,91,Mantra MFS100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI355-F03,BIO0355,UGF23AI355,Hina Bala Agarwal,Right Ring,Right,49,503,71,ZKTeco SF100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI355-F08,BIO0355,UGF23AI355,Hina Bala Agarwal,Left Ring,Left,57,429,78,ZKTeco SF100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI356-F01,BIO0356,UGF23AI356,Harsha Joshi,Right Index,Right,30,400,67,Mantra MFS100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI356-F00,BIO0356,UGF23AI356,Harsha Joshi,Right Thumb,Right,19,459,67,Mantra MFS100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI357-F00,BIO0357,UGF23AI357,Anjali Ram Gangurde,Right Thumb,Right,65,508,73,ZKTeco K40,2024-06-23,ISO 19794-2,Active
FP-UGF23AI357-F05,BIO0357,UGF23AI357,Anjali Ram Gangurde,Left Thumb,Left,69,478,86,ZKTeco K40,2024-06-23,ISO 19794-2,Active
FP-UGF23AI358-F03,BIO0358,UGF23AI358,Harsha Rao Gaikwad,Right Ring,Right,44,405,81,Startek FM220U,2024-06-14,ISO 19794-2,Active
FP-UGF23AI358-F02,BIO0358,UGF23AI358,Harsha Rao Gaikwad,Right Middle,Right,40,471,73,Startek FM220U,2024-06-14,ISO 19794-2,Active
FP-UGF23AI359-F04,BIO0359,UGF23AI359,Bharat Raj Agarwal,Right Little,Right,18,481,72,Startek FM220U,2024-06-08,ISO 19794-2,Active
FP-UGF23AI359-F02,BIO0359,UGF23AI359,Bharat Raj Agarwal,Right Middle,Right,62,436,76,Startek FM220U,2024-06-08,ISO 19794-2,Active
FP-UGF23AI360-F02,BIO0360,UGF23AI360,Sumit Prasad Dalvi,Right Middle,Right,68,408,79,Mantra MFS100,2024-06-24,ISO 19794-2,Active
FP-UGF23AI360-F01,BIO0360,UGF23AI360,Sumit Prasad Dalvi,Right Index,Right,37,464,95,Mantra MFS100,2024-06-24,ISO 19794-2,Active
FP-UGF23AI361-F01,BIO0361,UGF23AI361,Firoz Das Narwade,Right Index,Right,38,498,60,Startek FM220U,2024-06-05,ISO 19794-2,Active
FP-UGF23AI361-F08,BIO0361,UGF23AI361,Firoz Das Narwade,Left Ring,Left,25,487,81,Startek FM220U,2024-06-05,ISO 19794-2,Active
FP-UGF23AI362-F04,BIO0362,UGF23AI362,Divya Das,Right Little,Right,39,450,96,ZKTeco K40,2024-06-18,ISO 19794-2,Active
FP-UGF23AI362-F08,BIO0362,UGF23AI362,Divya Das,Left Ring,Left,57,403,71,ZKTeco K40,2024-06-18,ISO 19794-2,Active
FP-UGF23AI363-F00,BIO0363,UGF23AI363,Madhuri Devi Pawar,Right Thumb,Right,30,442,81,Startek FM220U,2024-06-23,ISO 19794-2,Active
FP-UGF23AI363-F05,BIO0363,UGF23AI363,Madhuri Devi Pawar,Left Thumb,Left,61,461,90,Startek FM220U,2024-06-23,ISO 19794-2,Active
FP-UGF23AI364-F03,BIO0364,UGF23AI364,Disha Shankar Kale,Right Ring,Right,69,404,68,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI364-F01,BIO0364,UGF23AI364,Disha Shankar Kale,Right Index,Right,48,419,89,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI365-F04,BIO0365,UGF23AI365,Rajesh Das Hatwar,Right Little,Right,52,442,89,Mantra MFS100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI365-F07,BIO0365,UGF23AI365,Rajesh Das Hatwar,Left Middle,Left,68,504,86,Mantra MFS100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI366-F03,BIO0366,UGF23AI366,Kalpesh Shankar Ghosh,Right Ring,Right,65,407,93,ZKTeco SF100,2024-06-14,ISO 19794-2,Active
FP-UGF23AI366-F01,BIO0366,UGF23AI366,Kalpesh Shankar Ghosh,Right Index,Right,37,472,80,ZKTeco SF100,2024-06-14,ISO 19794-2,Active
FP-UGF23AI367-F04,BIO0367,UGF23AI367,Madhuri Hande,Right Little,Right,53,468,61,ZKTeco K40,2024-06-11,ISO 19794-2,Active
FP-UGF23AI367-F02,BIO0367,UGF23AI367,Madhuri Hande,Right Middle,Right,31,473,81,ZKTeco K40,2024-06-11,ISO 19794-2,Active
FP-UGF23AI368-F02,BIO0368,UGF23AI368,Nisha Lal Shah,Right Middle,Right,69,501,82,Secugen Hamster Pro,2024-06-07,ISO 19794-2,Inactive
FP-UGF23AI368-F08,BIO0368,UGF23AI368,Nisha Lal Shah,Left Ring,Left,22,419,77,Secugen Hamster Pro,2024-06-07,ISO 19794-2,Inactive
FP-UGF23AI369-F04,BIO0369,UGF23AI369,Manish Sai Junghare,Right Little,Right,71,403,81,Mantra MFS100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI369-F06,BIO0369,UGF23AI369,Manish Sai Junghare,Left Index,Left,42,480,94,Mantra MFS100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI370-F00,BIO0370,UGF23AI370,Lakshmi Nath Raut,Right Thumb,Right,71,421,96,Mantra MFS100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI370-F07,BIO0370,UGF23AI370,Lakshmi Nath Raut,Left Middle,Left,56,449,71,Mantra MFS100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI371-F01,BIO0371,UGF23AI371,Wasim Prasad Patel,Right Index,Right,56,414,79,ZKTeco K40,2024-06-25,ISO 19794-2,Active
FP-UGF23AI371-F05,BIO0371,UGF23AI371,Wasim Prasad Patel,Left Thumb,Left,63,509,80,ZKTeco K40,2024-06-25,ISO 19794-2,Active
FP-UGF23AI372-F01,BIO0372,UGF23AI372,Bhushan Raj Kadam,Right Index,Right,63,404,77,Secugen Hamster Pro,2024-06-07,ISO 19794-2,Active
FP-UGF23AI372-F07,BIO0372,UGF23AI372,Bhushan Raj Kadam,Left Middle,Left,44,411,91,Secugen Hamster Pro,2024-06-07,ISO 19794-2,Active
FP-UGF23AI373-F01,BIO0373,UGF23AI373,Mukesh Ram Zende,Right Index,Right,33,447,88,Mantra MFS100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI373-F06,BIO0373,UGF23AI373,Mukesh Ram Zende,Left Index,Left,71,438,73,Mantra MFS100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI374-F01,BIO0374,UGF23AI374,Bhushan Iyer,Right Index,Right,51,438,71,Startek FM220U,2024-06-17,ISO 19794-2,Active
FP-UGF23AI374-F05,BIO0374,UGF23AI374,Bhushan Iyer,Left Thumb,Left,25,447,62,Startek FM220U,2024-06-17,ISO 19794-2,Active
FP-UGF23AI375-F00,BIO0375,UGF23AI375,Geeta Chand Hatwar,Right Thumb,Right,67,425,65,ZKTeco SF100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI375-F05,BIO0375,UGF23AI375,Geeta Chand Hatwar,Left Thumb,Left,46,464,61,ZKTeco SF100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI376-F04,BIO0376,UGF23AI376,Faisal Kadam,Right Little,Right,69,461,92,Mantra MFS100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI376-F09,BIO0376,UGF23AI376,Faisal Kadam,Left Little,Left,27,424,81,Mantra MFS100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI377-F02,BIO0377,UGF23AI377,Zara Das Kaur,Right Middle,Right,48,493,93,Mantra MFS100,2024-06-16,ISO 19794-2,Inactive
FP-UGF23AI377-F00,BIO0377,UGF23AI377,Zara Das Kaur,Right Thumb,Right,37,499,80,Mantra MFS100,2024-06-16,ISO 19794-2,Inactive
FP-UGF23AI378-F00,BIO0378,UGF23AI378,Zara Nambiar,Right Thumb,Right,27,498,66,ZKTeco SF100,2024-06-07,ISO 19794-2,Active
FP-UGF23AI378-F09,BIO0378,UGF23AI378,Zara Nambiar,Left Little,Left,70,466,68,ZKTeco SF100,2024-06-07,ISO 19794-2,Active
FP-UGF23AI379-F01,BIO0379,UGF23AI379,Chetan Salve,Right Index,Right,31,492,62,Mantra MFS100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI379-F02,BIO0379,UGF23AI379,Chetan Salve,Right Middle,Right,47,449,93,Mantra MFS100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI380-F00,BIO0380,UGF23AI380,Mahesh Shankar Gangurde,Right Thumb,Right,25,400,79,Startek FM220U,2024-06-09,ISO 19794-2,Active
FP-UGF23AI380-F05,BIO0380,UGF23AI380,Mahesh Shankar Gangurde,Left Thumb,Left,20,487,98,Startek FM220U,2024-06-09,ISO 19794-2,Active
FP-UGF23AI381-F03,BIO0381,UGF23AI381,Faisal Das Saxena,Right Ring,Right,23,442,89,Startek FM220U,2024-06-12,ISO 19794-2,Active
FP-UGF23AI381-F01,BIO0381,UGF23AI381,Faisal Das Saxena,Right Index,Right,20,413,93,Startek FM220U,2024-06-12,ISO 19794-2,Active
FP-UGF23AI382-F02,BIO0382,UGF23AI382,Geeta Raj Joshi,Right Middle,Right,67,484,79,Mantra MFS100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI382-F08,BIO0382,UGF23AI382,Geeta Raj Joshi,Left Ring,Left,19,473,79,Mantra MFS100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI383-F02,BIO0383,UGF23AI383,Ravi Lal Bhosale,Right Middle,Right,58,426,80,ZKTeco SF100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI383-F07,BIO0383,UGF23AI383,Ravi Lal Bhosale,Left Middle,Left,30,424,78,ZKTeco SF100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI384-F01,BIO0384,UGF23AI384,Gaurav Bala Jain,Right Index,Right,35,468,80,Mantra MFS100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI384-F05,BIO0384,UGF23AI384,Gaurav Bala Jain,Left Thumb,Left,67,456,67,Mantra MFS100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI385-F00,BIO0385,UGF23AI385,Om Gupta,Right Thumb,Right,35,419,70,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI385-F06,BIO0385,UGF23AI385,Om Gupta,Left Index,Left,35,414,60,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI386-F02,BIO0386,UGF23AI386,Sarita Das Desai,Right Middle,Right,57,471,92,ZKTeco SF100,2024-06-24,ISO 19794-2,Active
FP-UGF23AI386-F06,BIO0386,UGF23AI386,Sarita Das Desai,Left Index,Left,24,426,94,ZKTeco SF100,2024-06-24,ISO 19794-2,Active
FP-UGF23AI387-F03,BIO0387,UGF23AI387,Jayesh Nath Hatwar,Right Ring,Right,40,470,80,ZKTeco SF100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI387-F05,BIO0387,UGF23AI387,Jayesh Nath Hatwar,Left Thumb,Left,35,418,78,ZKTeco SF100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI388-F04,BIO0388,UGF23AI388,Jiya Nath Junghare,Right Little,Right,54,431,70,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI388-F00,BIO0388,UGF23AI388,Jiya Nath Junghare,Right Thumb,Right,22,439,99,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI389-F04,BIO0389,UGF23AI389,Geeta Prakash Hande,Right Little,Right,39,469,88,Mantra MFS100,2024-06-09,ISO 19794-2,Active
FP-UGF23AI389-F05,BIO0389,UGF23AI389,Geeta Prakash Hande,Left Thumb,Left,21,416,61,Mantra MFS100,2024-06-09,ISO 19794-2,Active
FP-UGF23AI390-F01,BIO0390,UGF23AI390,Urmila Pillai,Right Index,Right,48,486,63,ZKTeco K40,2024-06-10,ISO 19794-2,Active
FP-UGF23AI390-F03,BIO0390,UGF23AI390,Urmila Pillai,Right Ring,Right,24,449,63,ZKTeco K40,2024-06-10,ISO 19794-2,Active
FP-UGF23AI391-F00,BIO0391,UGF23AI391,Rekha Rao Singh,Right Thumb,Right,23,454,85,ZKTeco SF100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI391-F06,BIO0391,UGF23AI391,Rekha Rao Singh,Left Index,Left,29,490,98,ZKTeco SF100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI392-F04,BIO0392,UGF23AI392,Kedar Singh,Right Little,Right,55,480,88,ZKTeco K40,2024-06-16,ISO 19794-2,Active
FP-UGF23AI392-F01,BIO0392,UGF23AI392,Kedar Singh,Right Index,Right,57,445,79,ZKTeco K40,2024-06-16,ISO 19794-2,Active
FP-UGF23AI393-F03,BIO0393,UGF23AI393,Dhruv Das Takle,Right Ring,Right,39,504,72,Startek FM220U,2024-06-15,ISO 19794-2,Active
FP-UGF23AI393-F05,BIO0393,UGF23AI393,Dhruv Das Takle,Left Thumb,Left,63,497,94,Startek FM220U,2024-06-15,ISO 19794-2,Active
FP-UGF23AI394-F03,BIO0394,UGF23AI394,Om Nath Londhe,Right Ring,Right,23,496,89,ZKTeco SF100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI394-F02,BIO0394,UGF23AI394,Om Nath Londhe,Right Middle,Right,54,416,65,ZKTeco SF100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI395-F01,BIO0395,UGF23AI395,Hina Kumar Pandey,Right Index,Right,70,502,89,Secugen Hamster Pro,2024-06-08,ISO 19794-2,Active
FP-UGF23AI395-F05,BIO0395,UGF23AI395,Hina Kumar Pandey,Left Thumb,Left,24,458,79,Secugen Hamster Pro,2024-06-08,ISO 19794-2,Active
FP-UGF23AI396-F00,BIO0396,UGF23AI396,Wasim Prakash Ingle,Right Thumb,Right,61,482,89,Mantra MFS100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI396-F07,BIO0396,UGF23AI396,Wasim Prakash Ingle,Left Middle,Left,48,429,74,Mantra MFS100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI397-F01,BIO0397,UGF23AI397,Nandini Deshpande,Right Index,Right,27,510,99,Mantra MFS100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI397-F00,BIO0397,UGF23AI397,Nandini Deshpande,Right Thumb,Right,34,446,85,Mantra MFS100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI398-F03,BIO0398,UGF23AI398,Babita Fulzele,Right Ring,Right,29,489,81,ZKTeco SF100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI398-F09,BIO0398,UGF23AI398,Babita Fulzele,Left Little,Left,68,510,80,ZKTeco SF100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI399-F03,BIO0399,UGF23AI399,Hitesh Sai Takle,Right Ring,Right,47,462,61,Secugen Hamster Pro,2024-06-25,ISO 19794-2,Active
FP-UGF23AI399-F01,BIO0399,UGF23AI399,Hitesh Sai Takle,Right Index,Right,22,460,67,Secugen Hamster Pro,2024-06-25,ISO 19794-2,Active
